Survived,Pclass,Sex,Age,Fare,Cabin,Embarked,Title,FamilySize
1,2,1,0.0,1.0,1.8,0,1,0.8
0,1,0,45.0,1.0,0.4,0,4,0.0
1,1,1,2.0,3.0,0.8,1,1,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,1,1,1.0,2.0,0.4,1,1,0.8
1,1,1,2.0,2.0,0.4,0,1,0.8
0,3,1,0.0,2.0,2.0,0,1,2.4
0,3,1,0.0,2.0,2.0,0,1,2.4
1,2,0,2.0,1.0,1.8,0,0,0.4
0,1,0,50.0,3.0,0.8,1,0,0.4
0,1,0,64.0,1.0,0.8,0,0,0.0
1,2,1,1.0,1.0,1.8,0,2,0.4
1,2,0,2.0,0.0,1.8,1,0,0.0
0,3,0,2.0,1.0,2.0,0,0,0.8
1,2,0,0.0,2.0,1.8,0,3,0.8
1,1,0,1.0,3.0,0.8,1,0,0.8
0,2,0,2.0,1.0,1.8,0,0,0.0
0,3,0,2.0,0.0,2.0,2,0,0.0
1,3,0,1.0,0.0,2.0,1,0,0.0
1,3,1,1.0,0.0,2.0,0,1,0.0
0,1,0,62.0,1.0,0.8,0,0,0.0
1,1,1,48.0,2.0,0.0,1,4,0.4
0,1,0,2.0,3.0,0.8,1,0,0.0
1,1,1,39.0,2.0,1.6,0,2,0.8
1,3,1,2.0,1.0,2.0,0,2,0.4
0,3,0,2.0,0.0,2.0,2,0,0.0
0,3,0,40.0,0.0,2.0,0,0,0.0
0,2,0,2.0,0.0,1.8,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
0,3,1,1.0,0.0,2.0,0,1,0.0
0,3,0,1.0,1.0,2.0,0,0,0.8
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,1,2.0,1.0,2.0,0,2,1.2
0,3,0,2.0,0.0,2.0,1,0,0.0
1,3,0,2.0,0.0,2.0,0,0,0.0
1,2,0,62.0,0.0,1.8,0,0,0.0
1,1,1,53.0,2.0,0.8,0,2,0.8
1,1,0,2.0,1.0,1.6,0,0,0.0
1,3,1,1.0,0.0,2.0,2,1,0.0
0,3,0,0.0,0.0,2.0,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
1,2,1,2.0,0.0,1.8,0,1,0.0
1,1,1,39.0,2.0,1.6,0,2,0.4
0,3,1,2.0,0.0,2.0,1,2,0.4
1,3,0,2.0,0.0,2.0,0,0,0.0
1,2,1,1.0,1.0,1.8,0,1,0.8
1,1,1,39.0,3.0,0.8,1,2,0.8
0,2,0,54.0,1.0,1.8,0,0,0.0
0,1,0,2.0,2.0,0.0,1,0,0.0
0,3,0,2.0,0.0,2.0,1,0,0.0
1,1,1,1.0,2.0,1.6,0,1,0.8
0,2,0,47.0,0.0,1.8,0,0,0.0
1,1,0,60.0,2.0,0.4,1,0,0.8
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,1,1,52.0,2.0,1.2,1,2,0.4
0,3,0,47.0,0.0,2.0,0,0,0.0
0,3,1,1.0,0.0,2.0,2,1,0.8
0,2,0,37.0,1.0,1.8,0,0,0.4
0,3,0,2.0,1.0,2.0,0,0,0.8
1,2,1,1.0,2.0,1.8,0,1,0.0
0,3,0,49.0,0.0,2.0,0,0,0.0
0,3,0,2.0,0.0,2.0,1,0,0.0
1,1,0,49.0,2.0,0.0,1,4,0.4
1,2,1,1.0,1.0,1.8,0,2,1.2
0,3,0,2.0,0.0,2.0,0,0,0.0
0,1,0,2.0,2.0,0.8,0,0,0.0
0,3,0,44.0,0.0,2.0,0,0,0.0
1,1,0,2.0,1.0,0.8,1,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.4
0,3,0,2.0,0.0,2.0,0,0,0.0
1,1,0,2.0,2.0,0.8,0,0,0.0
1,2,1,1.0,2.0,1.8,1,2,1.2
1,1,1,40.0,3.0,0.8,0,1,0.0
0,3,1,39.0,2.0,2.0,0,2,1.6
0,3,0,2.0,0.0,2.0,0,0,0.0
1,3,1,1.0,0.0,2.0,2,1,0.4
0,3,0,2.0,0.0,2.0,2,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,2,1,1.0,2.0,1.8,0,1,1.2
0,3,0,2.0,0.0,2.0,0,0,0.8
0,3,1,1.0,0.0,2.0,0,2,0.4
1,2,1,0.0,2.0,2.0,0,1,1.2
0,2,0,1.0,0.0,1.8,0,0,0.0
0,3,0,2.0,0.0,2.0,1,0,0.4
1,1,0,42.0,2.0,1.2,0,0,0.4
1,3,0,1.0,0.0,2.0,1,0,0.8
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,1,0,61.0,2.0,1.2,0,0,0.0
0,2,0,57.0,0.0,1.8,2,4,0.0
1,1,1,1.0,2.0,1.2,0,1,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,2.0,0.0,2.0,2,0,0.0
1,1,0,80.0,1.0,0.0,0,0,0.0
0,3,0,51.0,0.0,2.0,0,0,0.0
1,1,0,2.0,2.0,0.4,1,4,0.0
0,1,0,2.0,0.0,0.8,0,0,0.0
0,3,1,0.0,1.0,2.0,0,1,2.0
1,2,1,2.0,0.0,1.8,0,1,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
0,2,0,2.0,1.0,1.8,0,0,0.8
0,3,1,41.0,2.0,2.0,0,2,1.2
0,3,0,2.0,0.0,2.0,0,0,0.4
0,3,0,1.0,0.0,2.0,0,0,0.0
1,1,1,1.0,2.0,0.4,1,4,0.0
0,3,1,0.0,1.0,2.0,0,1,2.0
1,3,0,2.0,2.0,2.0,0,0,0.0
1,3,1,0.0,1.0,2.0,1,1,1.2
1,1,0,48.0,2.0,1.2,1,0,0.4
0,3,0,1.0,0.0,2.0,0,0,0.0
1,1,0,56.0,2.0,0.0,1,4,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,3,1,1.0,0.0,2.0,0,1,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,2,1,1.0,1.0,1.8,0,1,0.4
0,3,0,1.0,0.0,2.0,0,0,0.0
1,3,1,1.0,0.0,2.0,2,1,0.0
0,3,1,1.0,0.0,2.0,2,1,0.0
0,2,0,1.0,2.0,1.8,0,0,0.8
0,3,0,2.0,0.0,2.0,0,0,0.0
0,3,1,2.0,0.0,2.0,2,2,0.8
0,2,0,1.0,0.0,1.8,0,0,0.0
0,1,0,58.0,3.0,1.2,1,0,0.8
1,1,0,50.0,3.0,0.8,0,4,0.8
0,3,0,40.0,0.0,2.0,1,0,0.0
0,1,0,47.0,1.0,1.6,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,3,0,1.0,0.0,2.0,0,0,0.4
0,2,0,2.0,2.0,1.8,0,0,0.8
0,2,0,1.0,0.0,1.8,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
0,3,0,43.0,0.0,2.0,0,0,0.0
1,1,1,2.0,2.0,0.8,0,2,0.4
1,2,1,40.0,2.0,1.8,0,2,0.8
0,1,0,2.0,2.0,0.4,0,0,0.4
0,2,0,70.0,0.0,1.8,0,0,0.0
1,2,0,2.0,0.0,1.8,0,0,0.0
0,2,0,2.0,0.0,1.8,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
1,3,1,1.0,0.0,2.0,0,1,0.0
0,3,1,43.0,2.0,2.0,0,2,1.6
1,1,0,2.0,3.0,0.4,1,0,0.4
0,3,1,1.0,0.0,2.0,2,1,0.0
1,1,0,2.0,2.0,1.2,1,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,0.0,2.0,2.0,0,0,2.8
0,2,0,60.0,2.0,1.8,0,0,0.8
0,2,0,1.0,2.0,1.8,1,0,1.2
0,3,0,0.0,2.0,2.0,0,0,2.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
1,1,1,0.0,3.0,0.4,0,1,0.4
1,1,0,2.0,2.0,0.4,0,0,0.4
1,3,1,0.0,0.0,2.0,1,1,0.4
1,3,0,2.0,2.0,2.0,0,0,0.0
0,3,0,1.0,0.0,2.0,1,0,0.0
0,1,0,60.0,1.0,0.8,0,4,0.0
0,2,0,52.0,0.0,1.8,0,0,0.0
0,3,0,44.0,0.0,2.0,0,0,0.0
1,3,1,1.0,0.0,2.0,2,1,0.0
0,1,0,49.0,3.0,0.8,1,0,0.8
0,3,0,42.0,0.0,2.0,0,0,0.0
1,1,1,1.0,3.0,0.8,1,2,0.4
1,1,0,2.0,1.0,1.6,0,0,0.0
0,3,1,1.0,0.0,2.0,1,1,0.4
0,3,0,1.0,0.0,2.0,2,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.4
0,2,0,39.0,1.0,1.8,0,0,0.0
1,2,1,45.0,0.0,1.8,0,2,0.0
1,1,0,42.0,1.0,1.6,0,0,0.0
1,1,1,1.0,3.0,0.8,0,1,0.0
1,3,0,0.0,0.0,2.0,1,3,0.8
1,1,1,1.0,2.0,0.8,1,4,0.0
0,1,0,2.0,1.0,0.8,0,0,0.0
1,1,0,48.0,2.0,0.8,0,0,0.4
0,3,0,2.0,0.0,2.0,0,0,0.0
0,2,0,52.0,0.0,1.8,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
1,1,1,38.0,3.0,0.8,1,1,0.0
1,2,1,2.0,0.0,1.6,0,1,0.0
0,3,0,2.0,0.0,2.0,2,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,2,1,0.0,2.0,1.8,0,1,0.4
0,3,0,1.0,0.0,2.0,0,0,0.4
0,2,0,2.0,0.0,1.8,0,0,0.0
0,2,0,50.0,0.0,1.8,0,0,0.0
1,1,0,2.0,2.0,1.6,0,0,0.4
0,3,0,1.0,0.0,2.0,0,0,0.0
1,2,1,2.0,1.0,1.8,0,2,1.2
1,3,1,1.0,0.0,2.0,2,1,0.0
0,2,0,1.0,1.0,1.8,0,0,0.4
0,3,1,1.0,0.0,2.0,0,1,0.4
1,1,1,2.0,3.0,0.4,0,1,0.0
0,3,0,0.0,1.0,2.0,1,0,0.0
0,2,0,2.0,0.0,1.8,0,0,0.0
0,2,0,1.0,0.0,1.8,0,0,0.0
0,2,0,1.0,0.0,1.8,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
0,3,1,48.0,2.0,2.0,0,2,1.6
1,1,0,2.0,3.0,0.4,1,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,1,0,2.0,1.0,1.2,0,0,0.0
0,1,0,2.0,2.0,0.8,0,0,0.4
1,1,1,1.0,3.0,0.4,1,1,1.6
0,3,0,1.0,0.0,2.0,0,0,0.4
1,3,0,2.0,0.0,2.0,0,0,0.0
0,1,0,70.0,2.0,0.4,0,4,0.8
0,3,0,0.0,1.0,2.0,0,0,0.8
1,2,1,2.0,0.0,1.8,0,1,0.0
0,1,0,1.0,2.0,1.2,0,0,0.4
0,3,0,2.0,0.0,2.0,2,0,0.0
1,2,1,0.0,1.0,1.8,0,1,0.8
1,3,0,0.0,0.0,1.6,0,3,0.4
0,3,0,2.0,0.0,2.0,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
1,2,1,48.0,2.0,1.8,0,2,1.2
1,2,0,0.0,0.0,1.8,0,3,0.8
0,3,0,2.0,0.0,2.0,0,0,0.0
0,2,0,1.0,0.0,1.8,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,1,1,2.0,2.0,0.4,0,4,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
0,3,0,41.0,0.0,2.0,0,0,0.0
1,3,0,1.0,0.0,2.0,1,0,0.0
1,1,1,2.0,3.0,0.4,0,2,1.2
0,3,0,0.0,0.0,2.0,0,0,0.0
1,1,1,51.0,2.0,1.2,0,2,0.4
0,1,0,44.5,2.0,0.8,1,4,0.0
0,3,1,2.0,0.0,2.0,2,1,0.0
0,3,0,2.0,1.0,2.0,2,0,0.4
0,3,0,2.0,0.0,2.0,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,48.0,0.0,2.0,0,0,0.0
0,2,1,57.0,0.0,1.6,0,2,0.0
0,3,0,2.0,0.0,2.0,1,0,0.0
1,2,1,54.0,1.0,1.8,0,2,1.6
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,2.0,0.0,2.0,2,0,0.0
1,3,1,0.0,0.0,2.0,0,1,0.0
0,3,0,2.0,0.0,2.0,2,0,0.0
1,1,1,43.0,3.0,0.4,0,2,0.4
1,3,1,0.0,0.0,2.0,1,1,0.0
1,1,1,1.0,2.0,0.4,0,2,0.4
0,1,0,2.0,1.0,1.2,0,0,0.0
0,3,0,2.0,1.0,2.0,0,0,1.2
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
1,3,1,1.0,0.0,2.0,0,1,0.0
0,3,0,0.0,1.0,2.0,2,3,2.0
1,3,0,0.0,1.0,2.0,0,3,1.2
0,1,0,46.0,2.0,0.4,1,0,0.0
0,3,0,2.0,0.0,2.0,2,0,0.0
0,2,0,0.0,1.0,1.8,0,0,0.0
0,3,1,1.0,2.0,2.0,0,1,4.0
0,1,0,2.0,2.0,0.8,1,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,2,0,39.0,0.0,1.8,0,0,0.0
1,1,1,49.0,1.0,1.2,0,4,0.0
1,3,1,2.0,0.0,2.0,0,2,0.0
0,3,0,2.0,0.0,2.0,1,0,0.0
0,3,1,2.0,1.0,2.0,0,2,0.8
0,2,0,2.0,0.0,1.8,0,0,0.0
1,2,1,2.0,1.0,1.8,0,2,0.8
1,1,0,0.0,3.0,0.4,0,3,1.2
1,3,0,0.0,0.0,2.0,1,3,0.4
1,3,0,2.0,0.0,2.0,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
0,1,0,39.0,0.0,0.0,0,0,0.0
0,3,1,1.0,0.0,2.0,0,1,0.0
0,2,0,39.0,0.0,1.8,0,0,0.0
1,1,1,2.0,2.0,1.6,0,2,0.4
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,39.0,1.0,2.0,0,0,0.0
0,2,0,2.0,0.0,1.8,0,0,0.0
0,3,1,0.0,2.0,2.0,0,1,2.4
0,3,0,2.0,0.0,2.0,0,0,0.0
0,1,0,2.0,0.0,0.4,0,0,0.0
0,3,1,1.0,0.0,2.0,0,1,0.0
0,2,0,2.0,2.0,1.8,1,0,0.8
0,3,0,43.0,0.0,2.0,0,0,0.0
0,3,0,0.0,1.0,2.0,0,3,2.0
1,1,1,52.0,2.0,0.4,0,2,0.8
1,3,0,2.0,0.0,2.0,0,0,0.0
0,1,0,38.0,0.0,0.8,0,4,0.0
1,3,1,2.0,0.0,1.6,0,2,0.4
0,3,0,0.0,2.0,2.0,0,3,2.0
0,3,0,2.0,0.0,2.0,2,0,0.0
0,3,0,2.0,2.0,2.0,0,0,0.0
1,2,0,0.0,2.0,1.8,1,3,0.8
1,3,0,2.0,0.0,2.0,2,0,0.0
1,1,1,62.0,2.0,0.4,0,2,0.0
1,3,1,0.0,0.0,2.0,1,2,0.4
1,2,0,0.0,1.0,1.8,0,3,0.8
0,3,0,2.0,0.0,2.0,1,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
1,1,1,39.0,2.0,1.6,1,1,0.8
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,3,0,2.0,2.0,2.0,0,0,0.0
1,1,0,2.0,1.0,0.8,1,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,2,0,0.0,0.0,1.8,0,0,0.0
1,1,1,2.0,2.0,0.8,1,1,0.0
0,3,0,2.0,0.0,2.0,1,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,42.0,0.0,2.0,0,0,0.0
0,3,0,2.0,2.0,2.0,0,0,4.0
0,3,0,2.0,0.0,2.0,1,0,0.0
0,2,0,2.0,2.0,1.8,0,4,0.4
1,1,1,2.0,2.0,0.8,1,2,0.4
0,3,0,0.0,2.0,2.0,0,3,2.4
0,3,0,74.0,0.0,2.0,0,0,0.0
0,3,1,0.0,0.0,2.0,1,1,0.8
1,1,1,0.0,2.0,1.2,0,1,0.4
0,2,1,44.0,1.0,1.8,0,2,0.4
1,3,1,1.0,0.0,2.0,0,2,0.4
1,1,1,45.0,3.0,0.8,0,2,0.8
1,1,0,51.0,1.0,1.6,0,0,0.0
1,3,1,1.0,1.0,2.0,1,2,1.2
0,3,0,2.0,0.0,2.0,1,0,0.0
0,3,0,41.0,0.0,2.0,0,0,0.8
0,2,0,1.0,0.0,1.8,0,0,0.4
1,1,1,48.0,1.0,1.2,0,2,0.0
0,3,1,1.0,2.0,2.0,0,1,4.0
0,2,0,1.0,0.0,1.8,0,0,0.0
1,2,1,42.0,0.0,1.8,0,2,0.0
1,2,1,2.0,0.0,1.8,1,1,0.4
0,1,0,2.0,2.0,0.0,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,3,0,0.0,0.0,2.0,0,3,0.8
0,3,0,1.0,0.0,2.0,0,0,0.0
1,1,1,47.0,2.0,1.2,0,2,0.8
0,1,0,2.0,0.0,0.4,0,0,0.0
0,3,0,47.0,0.0,2.0,0,0,0.0
1,2,1,2.0,1.0,1.8,1,2,0.4
1,3,1,0.0,0.0,2.0,1,1,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,0,2.0,0.0,2.0,0,0,0.0
1,1,1,56.0,2.0,0.8,1,2,0.4
1,2,1,1.0,1.0,1.8,0,2,0.4
0,3,0,2.0,0.0,2.0,0,0,0.0
0,3,1,1.0,0.0,2.0,0,1,0.0
0,2,0,2.0,0.0,1.8,0,0,0.0
0,3,0,1.0,0.0,2.0,0,0,0.0
0,3,1,39.0,1.0,2.0,2,2,1.2
0,2,0,2.0,0.0,1.8,0,4,0.0
1,1,1,1.0,1.0,0.4,0,1,0.0
0,3,1,1.0,1.0,2.0,0,1,1.2
1,1,0,1.0,1.0,0.8,1,0,0.0
0,3,0,2.0,0.0,2.0,2,0,0.0
